"No";"Suhu";"Lembab";"Kenyamanan"
5200;51;48;"Tidak Nyaman"
5201;51;49;"Tidak Nyaman"
5202;51;50;"Tidak Nyaman"
5203;51;51;"Tidak Nyaman"
5204;51;52;"Tidak Nyaman"
5205;51;53;"Tidak Nyaman"
5206;51;54;"Tidak Nyaman"
5207;51;55;"Tidak Nyaman"
5208;51;56;"Tidak Nyaman"
5209;51;57;"Tidak Nyaman"
5210;51;58;"Tidak Nyaman"
5211;51;59;"Tidak Nyaman"
5212;51;60;"Tidak Nyaman"
5213;51;61;"Tidak Nyaman"
5214;51;62;"Tidak Nyaman"
5215;51;63;"Tidak Nyaman"
5216;51;64;"Tidak Nyaman"
5217;51;65;"Tidak Nyaman"
5218;51;66;"Tidak Nyaman"
5219;51;67;"Tidak Nyaman"
5220;51;68;"Tidak Nyaman"
5221;51;69;"Tidak Nyaman"
5222;51;70;"Tidak Nyaman"
5223;51;71;"Tidak Nyaman"
5224;51;72;"Tidak Nyaman"
5225;51;73;"Tidak Nyaman"
5226;51;74;"Tidak Nyaman"
5227;51;75;"Tidak Nyaman"
5228;51;76;"Tidak Nyaman"
5229;51;77;"Tidak Nyaman"
5230;51;78;"Tidak Nyaman"
5231;51;79;"Tidak Nyaman"
5232;51;80;"Tidak Nyaman"
5233;51;81;"Tidak Nyaman"
5234;51;82;"Tidak Nyaman"
5235;51;83;"Tidak Nyaman"
5236;51;84;"Tidak Nyaman"
5237;51;85;"Tidak Nyaman"
5238;51;86;"Tidak Nyaman"
5239;51;87;"Tidak Nyaman"
5240;51;88;"Tidak Nyaman"
5241;51;89;"Tidak Nyaman"
5242;51;90;"Tidak Nyaman"
5243;51;91;"Tidak Nyaman"
5244;51;92;"Tidak Nyaman"
5245;51;93;"Tidak Nyaman"
5246;51;94;"Tidak Nyaman"
5247;51;95;"Tidak Nyaman"
5248;51;96;"Tidak Nyaman"
5249;51;97;"Tidak Nyaman"
5250;51;98;"Tidak Nyaman"
5251;51;99;"Tidak Nyaman"
5252;51;100;"Tidak Nyaman"
5253;52;0;"Tidak Nyaman"
5254;52;1;"Tidak Nyaman"
5255;52;2;"Tidak Nyaman"
5256;52;3;"Tidak Nyaman"
5257;52;4;"Tidak Nyaman"
5258;52;5;"Tidak Nyaman"
5259;52;6;"Tidak Nyaman"
5260;52;7;"Tidak Nyaman"
5261;52;8;"Tidak Nyaman"
5262;52;9;"Tidak Nyaman"
5263;52;10;"Tidak Nyaman"
5264;52;11;"Tidak Nyaman"
5265;52;12;"Tidak Nyaman"
5266;52;13;"Tidak Nyaman"
5267;52;14;"Tidak Nyaman"
5268;52;15;"Tidak Nyaman"
5269;52;16;"Tidak Nyaman"
5270;52;17;"Tidak Nyaman"
5271;52;18;"Tidak Nyaman"
5272;52;19;"Tidak Nyaman"
5273;52;20;"Tidak Nyaman"
5274;52;21;"Tidak Nyaman"
5275;52;22;"Tidak Nyaman"
5276;52;23;"Tidak Nyaman"
5277;52;24;"Tidak Nyaman"
5278;52;25;"Tidak Nyaman"
5279;52;26;"Tidak Nyaman"
5280;52;27;"Tidak Nyaman"
5281;52;28;"Tidak Nyaman"
5282;52;29;"Tidak Nyaman"
5283;52;30;"Tidak Nyaman"
5284;52;31;"Tidak Nyaman"
5285;52;32;"Tidak Nyaman"
5286;52;33;"Tidak Nyaman"
5287;52;34;"Tidak Nyaman"
5288;52;35;"Tidak Nyaman"
5289;52;36;"Tidak Nyaman"
5290;52;37;"Tidak Nyaman"
5291;52;38;"Tidak Nyaman"
5292;52;39;"Tidak Nyaman"
5293;52;40;"Tidak Nyaman"
5294;52;41;"Tidak Nyaman"
5295;52;42;"Tidak Nyaman"
5296;52;43;"Tidak Nyaman"
5297;52;44;"Tidak Nyaman"
5298;52;45;"Tidak Nyaman"
5299;52;46;"Tidak Nyaman"
5300;52;47;"Tidak Nyaman"
5301;52;48;"Tidak Nyaman"
5302;52;49;"Tidak Nyaman"
5303;52;50;"Tidak Nyaman"
5304;52;51;"Tidak Nyaman"
5305;52;52;"Tidak Nyaman"
5306;52;53;"Tidak Nyaman"
5307;52;54;"Tidak Nyaman"
5308;52;55;"Tidak Nyaman"
5309;52;56;"Tidak Nyaman"
5310;52;57;"Tidak Nyaman"
5311;52;58;"Tidak Nyaman"
5312;52;59;"Tidak Nyaman"
5313;52;60;"Tidak Nyaman"
5314;52;61;"Tidak Nyaman"
5315;52;62;"Tidak Nyaman"
5316;52;63;"Tidak Nyaman"
5317;52;64;"Tidak Nyaman"
5318;52;65;"Tidak Nyaman"
5319;52;66;"Tidak Nyaman"
5320;52;67;"Tidak Nyaman"
5321;52;68;"Tidak Nyaman"
5322;52;69;"Tidak Nyaman"
5323;52;70;"Tidak Nyaman"
5324;52;71;"Tidak Nyaman"
5325;52;72;"Tidak Nyaman"
5326;52;73;"Tidak Nyaman"
5327;52;74;"Tidak Nyaman"
5328;52;75;"Tidak Nyaman"
5329;52;76;"Tidak Nyaman"
5330;52;77;"Tidak Nyaman"
5331;52;78;"Tidak Nyaman"
5332;52;79;"Tidak Nyaman"
5333;52;80;"Tidak Nyaman"
5334;52;81;"Tidak Nyaman"
5335;52;82;"Tidak Nyaman"
5336;52;83;"Tidak Nyaman"
5337;52;84;"Tidak Nyaman"
5338;52;85;"Tidak Nyaman"
5339;52;86;"Tidak Nyaman"
5340;52;87;"Tidak Nyaman"
5341;52;88;"Tidak Nyaman"
5342;52;89;"Tidak Nyaman"
5343;52;90;"Tidak Nyaman"
5344;52;91;"Tidak Nyaman"
5345;52;92;"Tidak Nyaman"
5346;52;93;"Tidak Nyaman"
5347;52;94;"Tidak Nyaman"
5348;52;95;"Tidak Nyaman"
5349;52;96;"Tidak Nyaman"
5350;52;97;"Tidak Nyaman"
5351;52;98;"Tidak Nyaman"
5352;52;99;"Tidak Nyaman"
5353;52;100;"Tidak Nyaman"
5354;53;0;"Tidak Nyaman"
5355;53;1;"Tidak Nyaman"
5356;53;2;"Tidak Nyaman"
5357;53;3;"Tidak Nyaman"
5358;53;4;"Tidak Nyaman"
5359;53;5;"Tidak Nyaman"
5360;53;6;"Tidak Nyaman"
5361;53;7;"Tidak Nyaman"
5362;53;8;"Tidak Nyaman"
5363;53;9;"Tidak Nyaman"
5364;53;10;"Tidak Nyaman"
5365;53;11;"Tidak Nyaman"
5366;53;12;"Tidak Nyaman"
5367;53;13;"Tidak Nyaman"
5368;53;14;"Tidak Nyaman"
5369;53;15;"Tidak Nyaman"
5370;53;16;"Tidak Nyaman"
5371;53;17;"Tidak Nyaman"
5372;53;18;"Tidak Nyaman"
5373;53;19;"Tidak Nyaman"
5374;53;20;"Tidak Nyaman"
5375;53;21;"Tidak Nyaman"
5376;53;22;"Tidak Nyaman"
5377;53;23;"Tidak Nyaman"
5378;53;24;"Tidak Nyaman"
5379;53;25;"Tidak Nyaman"
5380;53;26;"Tidak Nyaman"
5381;53;27;"Tidak Nyaman"
5382;53;28;"Tidak Nyaman"
5383;53;29;"Tidak Nyaman"
5384;53;30;"Tidak Nyaman"
5385;53;31;"Tidak Nyaman"
5386;53;32;"Tidak Nyaman"
5387;53;33;"Tidak Nyaman"
5388;53;34;"Tidak Nyaman"
5389;53;35;"Tidak Nyaman"
5390;53;36;"Tidak Nyaman"
5391;53;37;"Tidak Nyaman"
5392;53;38;"Tidak Nyaman"
5393;53;39;"Tidak Nyaman"
5394;53;40;"Tidak Nyaman"
5395;53;41;"Tidak Nyaman"
5396;53;42;"Tidak Nyaman"
5397;53;43;"Tidak Nyaman"
5398;53;44;"Tidak Nyaman"
5399;53;45;"Tidak Nyaman"
5400;53;46;"Tidak Nyaman"
5401;53;47;"Tidak Nyaman"
5402;53;48;"Tidak Nyaman"
5403;53;49;"Tidak Nyaman"
5404;53;50;"Tidak Nyaman"
5405;53;51;"Tidak Nyaman"
5406;53;52;"Tidak Nyaman"
5407;53;53;"Tidak Nyaman"
5408;53;54;"Tidak Nyaman"
5409;53;55;"Tidak Nyaman"
5410;53;56;"Tidak Nyaman"
5411;53;57;"Tidak Nyaman"
5412;53;58;"Tidak Nyaman"
5413;53;59;"Tidak Nyaman"
5414;53;60;"Tidak Nyaman"
5415;53;61;"Tidak Nyaman"
5416;53;62;"Tidak Nyaman"
5417;53;63;"Tidak Nyaman"
5418;53;64;"Tidak Nyaman"
5419;53;65;"Tidak Nyaman"
5420;53;66;"Tidak Nyaman"
5421;53;67;"Tidak Nyaman"
5422;53;68;"Tidak Nyaman"
5423;53;69;"Tidak Nyaman"
5424;53;70;"Tidak Nyaman"
5425;53;71;"Tidak Nyaman"
5426;53;72;"Tidak Nyaman"
5427;53;73;"Tidak Nyaman"
5428;53;74;"Tidak Nyaman"
5429;53;75;"Tidak Nyaman"
5430;53;76;"Tidak Nyaman"
5431;53;77;"Tidak Nyaman"
5432;53;78;"Tidak Nyaman"
5433;53;79;"Tidak Nyaman"
5434;53;80;"Tidak Nyaman"
5435;53;81;"Tidak Nyaman"
5436;53;82;"Tidak Nyaman"
5437;53;83;"Tidak Nyaman"
5438;53;84;"Tidak Nyaman"
5439;53;85;"Tidak Nyaman"
5440;53;86;"Tidak Nyaman"
5441;53;87;"Tidak Nyaman"
5442;53;88;"Tidak Nyaman"
5443;53;89;"Tidak Nyaman"
5444;53;90;"Tidak Nyaman"
5445;53;91;"Tidak Nyaman"
5446;53;92;"Tidak Nyaman"
5447;53;93;"Tidak Nyaman"
5448;53;94;"Tidak Nyaman"
5449;53;95;"Tidak Nyaman"
5450;53;96;"Tidak Nyaman"
5451;53;97;"Tidak Nyaman"
5452;53;98;"Tidak Nyaman"
5453;53;99;"Tidak Nyaman"
5454;53;100;"Tidak Nyaman"
5455;54;0;"Tidak Nyaman"
5456;54;1;"Tidak Nyaman"
5457;54;2;"Tidak Nyaman"
5458;54;3;"Tidak Nyaman"
5459;54;4;"Tidak Nyaman"
5460;54;5;"Tidak Nyaman"
5461;54;6;"Tidak Nyaman"
5462;54;7;"Tidak Nyaman"
5463;54;8;"Tidak Nyaman"
5464;54;9;"Tidak Nyaman"
5465;54;10;"Tidak Nyaman"
5466;54;11;"Tidak Nyaman"
5467;54;12;"Tidak Nyaman"
5468;54;13;"Tidak Nyaman"
5469;54;14;"Tidak Nyaman"
5470;54;15;"Tidak Nyaman"
5471;54;16;"Tidak Nyaman"
5472;54;17;"Tidak Nyaman"
5473;54;18;"Tidak Nyaman"
5474;54;19;"Tidak Nyaman"
5475;54;20;"Tidak Nyaman"
5476;54;21;"Tidak Nyaman"
5477;54;22;"Tidak Nyaman"
5478;54;23;"Tidak Nyaman"
5479;54;24;"Tidak Nyaman"
5480;54;25;"Tidak Nyaman"
5481;54;26;"Tidak Nyaman"
5482;54;27;"Tidak Nyaman"
5483;54;28;"Tidak Nyaman"
5484;54;29;"Tidak Nyaman"
5485;54;30;"Tidak Nyaman"
5486;54;31;"Tidak Nyaman"
5487;54;32;"Tidak Nyaman"
5488;54;33;"Tidak Nyaman"
5489;54;34;"Tidak Nyaman"
5490;54;35;"Tidak Nyaman"
5491;54;36;"Tidak Nyaman"
5492;54;37;"Tidak Nyaman"
5493;54;38;"Tidak Nyaman"
5494;54;39;"Tidak Nyaman"
5495;54;40;"Tidak Nyaman"
5496;54;41;"Tidak Nyaman"
5497;54;42;"Tidak Nyaman"
5498;54;43;"Tidak Nyaman"
5499;54;44;"Tidak Nyaman"
5500;54;45;"Tidak Nyaman"
5501;54;46;"Tidak Nyaman"
5502;54;47;"Tidak Nyaman"
5503;54;48;"Tidak Nyaman"
5504;54;49;"Tidak Nyaman"
5505;54;50;"Tidak Nyaman"
5506;54;51;"Tidak Nyaman"
5507;54;52;"Tidak Nyaman"
5508;54;53;"Tidak Nyaman"
5509;54;54;"Tidak Nyaman"
5510;54;55;"Tidak Nyaman"
5511;54;56;"Tidak Nyaman"
5512;54;57;"Tidak Nyaman"
5513;54;58;"Tidak Nyaman"
5514;54;59;"Tidak Nyaman"
5515;54;60;"Tidak Nyaman"
5516;54;61;"Tidak Nyaman"
5517;54;62;"Tidak Nyaman"
5518;54;63;"Tidak Nyaman"
5519;54;64;"Tidak Nyaman"
5520;54;65;"Tidak Nyaman"
5521;54;66;"Tidak Nyaman"
5522;54;67;"Tidak Nyaman"
5523;54;68;"Tidak Nyaman"
5524;54;69;"Tidak Nyaman"
5525;54;70;"Tidak Nyaman"
5526;54;71;"Tidak Nyaman"
5527;54;72;"Tidak Nyaman"
5528;54;73;"Tidak Nyaman"
5529;54;74;"Tidak Nyaman"
5530;54;75;"Tidak Nyaman"
5531;54;76;"Tidak Nyaman"
5532;54;77;"Tidak Nyaman"
5533;54;78;"Tidak Nyaman"
5534;54;79;"Tidak Nyaman"
5535;54;80;"Tidak Nyaman"
5536;54;81;"Tidak Nyaman"
5537;54;82;"Tidak Nyaman"
5538;54;83;"Tidak Nyaman"
5539;54;84;"Tidak Nyaman"
5540;54;85;"Tidak Nyaman"
5541;54;86;"Tidak Nyaman"
5542;54;87;"Tidak Nyaman"
5543;54;88;"Tidak Nyaman"
5544;54;89;"Tidak Nyaman"
5545;54;90;"Tidak Nyaman"
5546;54;91;"Tidak Nyaman"
5547;54;92;"Tidak Nyaman"
5548;54;93;"Tidak Nyaman"
5549;54;94;"Tidak Nyaman"
5550;54;95;"Tidak Nyaman"
5551;54;96;"Tidak Nyaman"
5552;54;97;"Tidak Nyaman"
5553;54;98;"Tidak Nyaman"
5554;54;99;"Tidak Nyaman"
5555;54;100;"Tidak Nyaman"
5556;55;0;"Tidak Nyaman"
5557;55;1;"Tidak Nyaman"
5558;55;2;"Tidak Nyaman"
5559;55;3;"Tidak Nyaman"
5560;55;4;"Tidak Nyaman"
5561;55;5;"Tidak Nyaman"
5562;55;6;"Tidak Nyaman"
5563;55;7;"Tidak Nyaman"
5564;55;8;"Tidak Nyaman"
5565;55;9;"Tidak Nyaman"
5566;55;10;"Tidak Nyaman"
5567;55;11;"Tidak Nyaman"
5568;55;12;"Tidak Nyaman"
5569;55;13;"Tidak Nyaman"
5570;55;14;"Tidak Nyaman"
5571;55;15;"Tidak Nyaman"
5572;55;16;"Tidak Nyaman"
5573;55;17;"Tidak Nyaman"
5574;55;18;"Tidak Nyaman"
5575;55;19;"Tidak Nyaman"
5576;55;20;"Tidak Nyaman"
5577;55;21;"Tidak Nyaman"
5578;55;22;"Tidak Nyaman"
5579;55;23;"Tidak Nyaman"
5580;55;24;"Tidak Nyaman"
5581;55;25;"Tidak Nyaman"
5582;55;26;"Tidak Nyaman"
5583;55;27;"Tidak Nyaman"
5584;55;28;"Tidak Nyaman"
5585;55;29;"Tidak Nyaman"
5586;55;30;"Tidak Nyaman"
5587;55;31;"Tidak Nyaman"
5588;55;32;"Tidak Nyaman"
5589;55;33;"Tidak Nyaman"
5590;55;34;"Tidak Nyaman"
5591;55;35;"Tidak Nyaman"
5592;55;36;"Tidak Nyaman"
5593;55;37;"Tidak Nyaman"
5594;55;38;"Tidak Nyaman"
5595;55;39;"Tidak Nyaman"
5596;55;40;"Tidak Nyaman"
5597;55;41;"Tidak Nyaman"
5598;55;42;"Tidak Nyaman"
5599;55;43;"Tidak Nyaman"
5600;55;44;"Tidak Nyaman"
5601;55;45;"Tidak Nyaman"
5602;55;46;"Tidak Nyaman"
5603;55;47;"Tidak Nyaman"
5604;55;48;"Tidak Nyaman"
5605;55;49;"Tidak Nyaman"
5606;55;50;"Tidak Nyaman"
5607;55;51;"Tidak Nyaman"
5608;55;52;"Tidak Nyaman"
5609;55;53;"Tidak Nyaman"
5610;55;54;"Tidak Nyaman"
5611;55;55;"Tidak Nyaman"
5612;55;56;"Tidak Nyaman"
5613;55;57;"Tidak Nyaman"
5614;55;58;"Tidak Nyaman"
5615;55;59;"Tidak Nyaman"
5616;55;60;"Tidak Nyaman"
5617;55;61;"Tidak Nyaman"
5618;55;62;"Tidak Nyaman"
5619;55;63;"Tidak Nyaman"
5620;55;64;"Tidak Nyaman"
5621;55;65;"Tidak Nyaman"
5622;55;66;"Tidak Nyaman"
5623;55;67;"Tidak Nyaman"
5624;55;68;"Tidak Nyaman"
5625;55;69;"Tidak Nyaman"
5626;55;70;"Tidak Nyaman"
5627;55;71;"Tidak Nyaman"
5628;55;72;"Tidak Nyaman"
5629;55;73;"Tidak Nyaman"
5630;55;74;"Tidak Nyaman"
5631;55;75;"Tidak Nyaman"
5632;55;76;"Tidak Nyaman"
5633;55;77;"Tidak Nyaman"
5634;55;78;"Tidak Nyaman"
5635;55;79;"Tidak Nyaman"
5636;55;80;"Tidak Nyaman"
5637;55;81;"Tidak Nyaman"
5638;55;82;"Tidak Nyaman"
5639;55;83;"Tidak Nyaman"
5640;55;84;"Tidak Nyaman"
5641;55;85;"Tidak Nyaman"
5642;55;86;"Tidak Nyaman"
5643;55;87;"Tidak Nyaman"
5644;55;88;"Tidak Nyaman"
5645;55;89;"Tidak Nyaman"
5646;55;90;"Tidak Nyaman"
5647;55;91;"Tidak Nyaman"
5648;55;92;"Tidak Nyaman"
5649;55;93;"Tidak Nyaman"
5650;55;94;"Tidak Nyaman"
5651;55;95;"Tidak Nyaman"
5652;55;96;"Tidak Nyaman"
5653;55;97;"Tidak Nyaman"
5654;55;98;"Tidak Nyaman"
5655;55;99;"Tidak Nyaman"
5656;55;100;"Tidak Nyaman"
5657;56;0;"Tidak Nyaman"
5658;56;1;"Tidak Nyaman"
5659;56;2;"Tidak Nyaman"
5660;56;3;"Tidak Nyaman"
5661;56;4;"Tidak Nyaman"
5662;56;5;"Tidak Nyaman"
5663;56;6;"Tidak Nyaman"
5664;56;7;"Tidak Nyaman"
5665;56;8;"Tidak Nyaman"
5666;56;9;"Tidak Nyaman"
5667;56;10;"Tidak Nyaman"
5668;56;11;"Tidak Nyaman"
5669;56;12;"Tidak Nyaman"
5670;56;13;"Tidak Nyaman"
5671;56;14;"Tidak Nyaman"
5672;56;15;"Tidak Nyaman"
5673;56;16;"Tidak Nyaman"
5674;56;17;"Tidak Nyaman"
5675;56;18;"Tidak Nyaman"
5676;56;19;"Tidak Nyaman"
5677;56;20;"Tidak Nyaman"
5678;56;21;"Tidak Nyaman"
5679;56;22;"Tidak Nyaman"
5680;56;23;"Tidak Nyaman"
5681;56;24;"Tidak Nyaman"
5682;56;25;"Tidak Nyaman"
5683;56;26;"Tidak Nyaman"
5684;56;27;"Tidak Nyaman"
5685;56;28;"Tidak Nyaman"
5686;56;29;"Tidak Nyaman"
5687;56;30;"Tidak Nyaman"
5688;56;31;"Tidak Nyaman"
5689;56;32;"Tidak Nyaman"
5690;56;33;"Tidak Nyaman"
5691;56;34;"Tidak Nyaman"
5692;56;35;"Tidak Nyaman"
5693;56;36;"Tidak Nyaman"
5694;56;37;"Tidak Nyaman"
5695;56;38;"Tidak Nyaman"
5696;56;39;"Tidak Nyaman"
5697;56;40;"Tidak Nyaman"
5698;56;41;"Tidak Nyaman"
5699;56;42;"Tidak Nyaman"
5700;56;43;"Tidak Nyaman"
5701;56;44;"Tidak Nyaman"
5702;56;45;"Tidak Nyaman"
5703;56;46;"Tidak Nyaman"
5704;56;47;"Tidak Nyaman"
5705;56;48;"Tidak Nyaman"
5706;56;49;"Tidak Nyaman"
5707;56;50;"Tidak Nyaman"
5708;56;51;"Tidak Nyaman"
5709;56;52;"Tidak Nyaman"
5710;56;53;"Tidak Nyaman"
5711;56;54;"Tidak Nyaman"
5712;56;55;"Tidak Nyaman"
5713;56;56;"Tidak Nyaman"
5714;56;57;"Tidak Nyaman"
5715;56;58;"Tidak Nyaman"
5716;56;59;"Tidak Nyaman"
5717;56;60;"Tidak Nyaman"
5718;56;61;"Tidak Nyaman"
5719;56;62;"Tidak Nyaman"
5720;56;63;"Tidak Nyaman"
5721;56;64;"Tidak Nyaman"
5722;56;65;"Tidak Nyaman"
5723;56;66;"Tidak Nyaman"
5724;56;67;"Tidak Nyaman"
5725;56;68;"Tidak Nyaman"
5726;56;69;"Tidak Nyaman"
5727;56;70;"Tidak Nyaman"
5728;56;71;"Tidak Nyaman"
5729;56;72;"Tidak Nyaman"
5730;56;73;"Tidak Nyaman"
5731;56;74;"Tidak Nyaman"
5732;56;75;"Tidak Nyaman"
5733;56;76;"Tidak Nyaman"
5734;56;77;"Tidak Nyaman"
5735;56;78;"Tidak Nyaman"
5736;56;79;"Tidak Nyaman"
5737;56;80;"Tidak Nyaman"
5738;56;81;"Tidak Nyaman"
5739;56;82;"Tidak Nyaman"
5740;56;83;"Tidak Nyaman"
5741;56;84;"Tidak Nyaman"
5742;56;85;"Tidak Nyaman"
5743;56;86;"Tidak Nyaman"
5744;56;87;"Tidak Nyaman"
5745;56;88;"Tidak Nyaman"
5746;56;89;"Tidak Nyaman"
5747;56;90;"Tidak Nyaman"
5748;56;91;"Tidak Nyaman"
5749;56;92;"Tidak Nyaman"
5750;56;93;"Tidak Nyaman"
5751;56;94;"Tidak Nyaman"
5752;56;95;"Tidak Nyaman"
5753;56;96;"Tidak Nyaman"
5754;56;97;"Tidak Nyaman"
5755;56;98;"Tidak Nyaman"
5756;56;99;"Tidak Nyaman"
5757;56;100;"Tidak Nyaman"
5758;57;0;"Tidak Nyaman"
5759;57;1;"Tidak Nyaman"
5760;57;2;"Tidak Nyaman"
5761;57;3;"Tidak Nyaman"
5762;57;4;"Tidak Nyaman"
5763;57;5;"Tidak Nyaman"
5764;57;6;"Tidak Nyaman"
5765;57;7;"Tidak Nyaman"
5766;57;8;"Tidak Nyaman"
5767;57;9;"Tidak Nyaman"
5768;57;10;"Tidak Nyaman"
5769;57;11;"Tidak Nyaman"
5770;57;12;"Tidak Nyaman"
5771;57;13;"Tidak Nyaman"
5772;57;14;"Tidak Nyaman"
5773;57;15;"Tidak Nyaman"
5774;57;16;"Tidak Nyaman"
5775;57;17;"Tidak Nyaman"
5776;57;18;"Tidak Nyaman"
5777;57;19;"Tidak Nyaman"
5778;57;20;"Tidak Nyaman"
5779;57;21;"Tidak Nyaman"
5780;57;22;"Tidak Nyaman"
5781;57;23;"Tidak Nyaman"
5782;57;24;"Tidak Nyaman"
5783;57;25;"Tidak Nyaman"
5784;57;26;"Tidak Nyaman"
5785;57;27;"Tidak Nyaman"
5786;57;28;"Tidak Nyaman"
5787;57;29;"Tidak Nyaman"
5788;57;30;"Tidak Nyaman"
5789;57;31;"Tidak Nyaman"
5790;57;32;"Tidak Nyaman"
5791;57;33;"Tidak Nyaman"
5792;57;34;"Tidak Nyaman"
5793;57;35;"Tidak Nyaman"
5794;57;36;"Tidak Nyaman"
5795;57;37;"Tidak Nyaman"
5796;57;38;"Tidak Nyaman"
5797;57;39;"Tidak Nyaman"
5798;57;40;"Tidak Nyaman"
5799;57;41;"Tidak Nyaman"
5800;57;42;"Tidak Nyaman"
5801;57;43;"Tidak Nyaman"
5802;57;44;"Tidak Nyaman"
5803;57;45;"Tidak Nyaman"
5804;57;46;"Tidak Nyaman"
5805;57;47;"Tidak Nyaman"
5806;57;48;"Tidak Nyaman"
5807;57;49;"Tidak Nyaman"
5808;57;50;"Tidak Nyaman"
5809;57;51;"Tidak Nyaman"
5810;57;52;"Tidak Nyaman"
5811;57;53;"Tidak Nyaman"
5812;57;54;"Tidak Nyaman"
5813;57;55;"Tidak Nyaman"
5814;57;56;"Tidak Nyaman"
5815;57;57;"Tidak Nyaman"
5816;57;58;"Tidak Nyaman"
5817;57;59;"Tidak Nyaman"
5818;57;60;"Tidak Nyaman"
5819;57;61;"Tidak Nyaman"
5820;57;62;"Tidak Nyaman"
5821;57;63;"Tidak Nyaman"
5822;57;64;"Tidak Nyaman"
5823;57;65;"Tidak Nyaman"
5824;57;66;"Tidak Nyaman"
5825;57;67;"Tidak Nyaman"
5826;57;68;"Tidak Nyaman"
5827;57;69;"Tidak Nyaman"
5828;57;70;"Tidak Nyaman"
5829;57;71;"Tidak Nyaman"
5830;57;72;"Tidak Nyaman"
5831;57;73;"Tidak Nyaman"
5832;57;74;"Tidak Nyaman"
5833;57;75;"Tidak Nyaman"
5834;57;76;"Tidak Nyaman"
5835;57;77;"Tidak Nyaman"
5836;57;78;"Tidak Nyaman"
5837;57;79;"Tidak Nyaman"
5838;57;80;"Tidak Nyaman"
5839;57;81;"Tidak Nyaman"
5840;57;82;"Tidak Nyaman"
5841;57;83;"Tidak Nyaman"
5842;57;84;"Tidak Nyaman"
5843;57;85;"Tidak Nyaman"
5844;57;86;"Tidak Nyaman"
5845;57;87;"Tidak Nyaman"
5846;57;88;"Tidak Nyaman"
5847;57;89;"Tidak Nyaman"
5848;57;90;"Tidak Nyaman"
5849;57;91;"Tidak Nyaman"
5850;57;92;"Tidak Nyaman"
5851;57;93;"Tidak Nyaman"
5852;57;94;"Tidak Nyaman"
5853;57;95;"Tidak Nyaman"
5854;57;96;"Tidak Nyaman"
5855;57;97;"Tidak Nyaman"
5856;57;98;"Tidak Nyaman"
5857;57;99;"Tidak Nyaman"
5858;57;100;"Tidak Nyaman"
5859;58;0;"Tidak Nyaman"
5860;58;1;"Tidak Nyaman"
5861;58;2;"Tidak Nyaman"
5862;58;3;"Tidak Nyaman"
5863;58;4;"Tidak Nyaman"
5864;58;5;"Tidak Nyaman"
5865;58;6;"Tidak Nyaman"
5866;58;7;"Tidak Nyaman"
5867;58;8;"Tidak Nyaman"
5868;58;9;"Tidak Nyaman"
5869;58;10;"Tidak Nyaman"
5870;58;11;"Tidak Nyaman"
5871;58;12;"Tidak Nyaman"
5872;58;13;"Tidak Nyaman"
5873;58;14;"Tidak Nyaman"
5874;58;15;"Tidak Nyaman"
5875;58;16;"Tidak Nyaman"
5876;58;17;"Tidak Nyaman"
5877;58;18;"Tidak Nyaman"
5878;58;19;"Tidak Nyaman"
5879;58;20;"Tidak Nyaman"
5880;58;21;"Tidak Nyaman"
5881;58;22;"Tidak Nyaman"
5882;58;23;"Tidak Nyaman"
5883;58;24;"Tidak Nyaman"
5884;58;25;"Tidak Nyaman"
5885;58;26;"Tidak Nyaman"
5886;58;27;"Tidak Nyaman"
5887;58;28;"Tidak Nyaman"
5888;58;29;"Tidak Nyaman"
5889;58;30;"Tidak Nyaman"
5890;58;31;"Tidak Nyaman"
5891;58;32;"Tidak Nyaman"
5892;58;33;"Tidak Nyaman"
5893;58;34;"Tidak Nyaman"
5894;58;35;"Tidak Nyaman"
5895;58;36;"Tidak Nyaman"
5896;58;37;"Tidak Nyaman"
5897;58;38;"Tidak Nyaman"
5898;58;39;"Tidak Nyaman"
5899;58;40;"Tidak Nyaman"
5900;58;41;"Tidak Nyaman"
5901;58;42;"Tidak Nyaman"
5902;58;43;"Tidak Nyaman"
5903;58;44;"Tidak Nyaman"
5904;58;45;"Tidak Nyaman"
5905;58;46;"Tidak Nyaman"
5906;58;47;"Tidak Nyaman"
5907;58;48;"Tidak Nyaman"
5908;58;49;"Tidak Nyaman"
5909;58;50;"Tidak Nyaman"
5910;58;51;"Tidak Nyaman"
5911;58;52;"Tidak Nyaman"
5912;58;53;"Tidak Nyaman"
5913;58;54;"Tidak Nyaman"
5914;58;55;"Tidak Nyaman"
5915;58;56;"Tidak Nyaman"
5916;58;57;"Tidak Nyaman"
5917;58;58;"Tidak Nyaman"
5918;58;59;"Tidak Nyaman"
5919;58;60;"Tidak Nyaman"
5920;58;61;"Tidak Nyaman"
5921;58;62;"Tidak Nyaman"
5922;58;63;"Tidak Nyaman"
5923;58;64;"Tidak Nyaman"
5924;58;65;"Tidak Nyaman"
5925;58;66;"Tidak Nyaman"
5926;58;67;"Tidak Nyaman"
5927;58;68;"Tidak Nyaman"
5928;58;69;"Tidak Nyaman"
5929;58;70;"Tidak Nyaman"
5930;58;71;"Tidak Nyaman"
5931;58;72;"Tidak Nyaman"
5932;58;73;"Tidak Nyaman"
5933;58;74;"Tidak Nyaman"
5934;58;75;"Tidak Nyaman"
